type	subtype	matched	shown	file
multidrug@ABC	efrA	210670	1000	0694.txt.gz
multidrug@ABC	efrB	432320	1000	0695.txt.gz
multidrug@ABC	efrC	120667	1000	0696.txt.gz
multidrug@ABC	efrD	140616	1000	0697.txt.gz
multidrug@ABC	horA	41456	1000	0698.txt.gz
multidrug@ABC	lieA	33404	1000	0699.txt.gz
multidrug@ABC	lieB	77220	1000	0700.txt.gz
multidrug@ABC	lmrA	158263	1000	0701.txt.gz
multidrug@ABC	lmrC	128994	1000	0702.txt.gz
multidrug@ABC	lmrD	122457	1000	0703.txt.gz
multidrug@ABC	patA	251433	1000	0704.txt.gz
multidrug@ABC	patB	254359	1000	0705.txt.gz
multidrug@ABC	ranA	230412	1000	0706.txt.gz
multidrug@ABC	ranB	92672	1000	0707.txt.gz
multidrug@ABC	satA	64662	1000	0708.txt.gz
multidrug@ABC	satB	93695	1000	0709.txt.gz
multidrug@ABC	smdA	451660	1000	0710.txt.gz
multidrug@ABC	smdB	442846	1000	0711.txt.gz
multidrug@ABC	smrA	309352	1000	0712.txt.gz
multidrug@ABC	vcaM	146851	1000	0713.txt.gz
multidrug@MATE	abeM	58842	1000	0714.txt.gz
multidrug@MATE	bexA	397796	1000	0715.txt.gz
multidrug@MATE	cdeA	13143	1000	0716.txt.gz
multidrug@MATE	emmdR	331302	1000	0717.txt.gz
multidrug@MATE	fepA	2808	1000	0718.txt.gz
multidrug@MATE	hmrM	72976	1000	0719.txt.gz
multidrug@MATE	mdtK	399555	1000	0720.txt.gz
multidrug@MATE	mepA	45469	1000	0721.txt.gz
multidrug@MATE	mmp	75474	1000	0722.txt.gz
multidrug@MATE	norM	105750	1000	0723.txt.gz
multidrug@MATE	pdrM	199174	1000	0724.txt.gz
multidrug@MATE	pmpM	43326	1000	0725.txt.gz
multidrug@MATE	vcmA	9510	1000	0726.txt.gz
multidrug@MATE	vcmB	11554	1000	0727.txt.gz
multidrug@MATE	vcmD	2175	1000	0728.txt.gz
multidrug@MATE	vcmH	8997	1000	0729.txt.gz
multidrug@MATE	vcmN	9423	1000	0730.txt.gz
multidrug@MFS	aadT	16202	1000	0731.txt.gz
multidrug@MFS	abaQ	41171	1000	0732.txt.gz
multidrug@MFS	abcA	89362	1000	0733.txt.gz
multidrug@MFS	amvA	24211	1000	0734.txt.gz
multidrug@MFS	bcr	371067	1000	0735.txt.gz
multidrug@MFS	bmr1	10982	1000	0736.txt.gz
multidrug@MFS	bmr2	15132	1000	0737.txt.gz
multidrug@MFS	bmr3	16333	1000	0738.txt.gz
multidrug@MFS	cme	14271	1000	0739.txt.gz
multidrug@MFS	cmr	7876	1000	0740.txt.gz
multidrug@MFS	efmA	50735	1000	0741.txt.gz
multidrug@MFS	efpA	99038	1000	0742.txt.gz
multidrug@MFS	emeA	99028	1000	0743.txt.gz
multidrug@MFS	emrA	506347	1000	0744.txt.gz
multidrug@MFS	emrB	507489	1000	0745.txt.gz
multidrug@MFS	emrD	454478	1000	0746.txt.gz
multidrug@MFS	emrK	302670	1000	0747.txt.gz
multidrug@MFS	emrY	318330	1000	0748.txt.gz
multidrug@MFS	jefA	1193	1000	0749.txt.gz
multidrug@MFS	kdeA	190543	1000	0750.txt.gz
multidrug@MFS	lde	2858	1000	0751.txt.gz
multidrug@MFS	lfrA	78531	1000	0752.txt.gz
multidrug@MFS	lmrP	86413	1000	0753.txt.gz
multidrug@MFS	lmrS	69375	1000	0754.txt.gz
multidrug@MFS	mdeA	130751	1000	0755.txt.gz
multidrug@MFS	mdfA	408196	1000	0756.txt.gz
multidrug@MFS	mdrL	2663	1000	0757.txt.gz
multidrug@MFS	mdrP	8341	1000	0758.txt.gz
multidrug@MFS	mdt(A)	20357	1000	0759.txt.gz
multidrug@MFS	mdt(P)	26420	1000	0760.txt.gz
multidrug@MFS	mdtG	397454	1000	0761.txt.gz
multidrug@MFS	mdtH	419355	1000	0762.txt.gz
multidrug@MFS	mdtL	394202	1000	0763.txt.gz
multidrug@MFS	mdtM	338563	1000	0764.txt.gz
multidrug@MFS	nms	2942	1000	0765.txt.gz
multidrug@MFS	norA	158757	1000	0766.txt.gz
multidrug@MFS	norB	28364	1000	0767.txt.gz
multidrug@MFS	norC	39935	1000	0768.txt.gz
multidrug@MFS	pmrA	171103	1000	0769.txt.gz
multidrug@MFS	sdrM	109586	1000	0770.txt.gz
multidrug@MFS	smfY	30133	1000	0771.txt.gz
multidrug@MFS	stp	6591	1000	0772.txt.gz
multidrug@MFS	tap	72221	1000	0773.txt.gz
multidrug@MFS	vceA	8515	1000	0774.txt.gz
multidrug@MFS	vceB	18275	1000	0775.txt.gz
multidrug@MFS	vceC	3087	1000	0776.txt.gz
multidrug@RND	acrA	482626	1000	0777.txt.gz
multidrug@RND	acrB	683833	1000	0778.txt.gz
multidrug@RND	acrD	605870	1000	0779.txt.gz
multidrug@RND	acrE	360379	1000	0780.txt.gz
multidrug@RND	acrF	419226	1000	0781.txt.gz
multidrug@RND	adeA	26842	1000	0782.txt.gz
multidrug@RND	adeB	97326	1000	0783.txt.gz
multidrug@RND	adeD	10723	1000	0784.txt.gz
multidrug@RND	adeE	88066	1000	0785.txt.gz
multidrug@RND	adeF	29333	1000	0786.txt.gz
multidrug@RND	adeG	168341	1000	0787.txt.gz
multidrug@RND	adeH	29938	1000	0788.txt.gz
multidrug@RND	adeI	52407	1000	0789.txt.gz
multidrug@RND	adeJ	138056	1000	0790.txt.gz
multidrug@RND	adeK	94227	1000	0791.txt.gz
multidrug@RND	adeT	27250	1000	0792.txt.gz
multidrug@RND	aheA	28650	1000	0793.txt.gz
multidrug@RND	aheB	122458	1000	0794.txt.gz
multidrug@RND	aheC	29157	1000	0795.txt.gz
multidrug@RND	ameA	21665	1000	0796.txt.gz
multidrug@RND	ameB	85550	1000	0797.txt.gz
multidrug@RND	ameC	14412	1000	0798.txt.gz
multidrug@RND	amrA	10885	1000	0799.txt.gz
multidrug@RND	amrB	91649	1000	0800.txt.gz
multidrug@RND	axyA	22046	1000	0801.txt.gz
multidrug@RND	axyB	129792	1000	0802.txt.gz
multidrug@RND	axyM	28209	1000	0803.txt.gz
multidrug@RND	axyX	13770	1000	0804.txt.gz
multidrug@RND	axyY	65878	1000	0805.txt.gz
multidrug@RND	bepC	8462	1000	0806.txt.gz
multidrug@RND	bepD	9501	1000	0807.txt.gz
multidrug@RND	bepE	170174	1000	0808.txt.gz
multidrug@RND	bepF	272	272	0809.txt.gz
multidrug@RND	bepG	13585	1000	0810.txt.gz
multidrug@RND	bpeA	35571	1000	0811.txt.gz
multidrug@RND	bpeB	100713	1000	0812.txt.gz
multidrug@RND	bpeE	28037	1000	0813.txt.gz
multidrug@RND	bpeF	146385	1000	0814.txt.gz
multidrug@RND	cmeA	7701	1000	0815.txt.gz
multidrug@RND	cmeB	88616	1000	0816.txt.gz
multidrug@RND	cmeC	8177	1000	0817.txt.gz
multidrug@RND	cmeD	7388	1000	0818.txt.gz
multidrug@RND	cmeE	6430	1000	0819.txt.gz
multidrug@RND	cmeF	21323	1000	0820.txt.gz
multidrug@RND	cmpB	230401	1000	0821.txt.gz
multidrug@RND	eefA	223619	1000	0822.txt.gz
multidrug@RND	eefB	354774	1000	0823.txt.gz
multidrug@RND	eefC	225844	1000	0824.txt.gz
multidrug@RND	emhA	74722	1000	0825.txt.gz
multidrug@RND	emhB	195589	1000	0826.txt.gz
multidrug@RND	emhC	91115	1000	0827.txt.gz
multidrug@RND	emrC	42329	1000	0828.txt.gz
multidrug@RND	ftlC	1234	1000	0829.txt.gz
multidrug@RND	hasF	23391	1000	0830.txt.gz
multidrug@RND	hdrC	901	901	0831.txt.gz
multidrug@RND	hefA	777	777	0832.txt.gz
multidrug@RND	hefB	583	583	0833.txt.gz
multidrug@RND	hefC	3818	1000	0834.txt.gz
multidrug@RND	kexD	140101	1000	0835.txt.gz
multidrug@RND	lpeA	306	306	0836.txt.gz
multidrug@RND	lpeB	15050	1000	0837.txt.gz
multidrug@RND	mdsA	13614	1000	0838.txt.gz
multidrug@RND	mdsB	118497	1000	0839.txt.gz
multidrug@RND	mdsC	8150	1000	0840.txt.gz
multidrug@RND	mdtA	371010	1000	0841.txt.gz
multidrug@RND	mdtB	538068	1000	0842.txt.gz
multidrug@RND	mdtC	551374	1000	0843.txt.gz
multidrug@RND	mdtE	322704	1000	0844.txt.gz
multidrug@RND	mdtF	388715	1000	0845.txt.gz
multidrug@RND	mdtN	449835	1000	0846.txt.gz
multidrug@RND	mdtO	409175	1000	0847.txt.gz
multidrug@RND	mdtP	403492	1000	0848.txt.gz
multidrug@RND	mdtQ	408982	1000	0849.txt.gz
multidrug@RND	mexA	45768	1000	0850.txt.gz
multidrug@RND	mexB	292184	1000	0851.txt.gz
multidrug@RND	mexC	57561	1000	0852.txt.gz
multidrug@RND	mexD	66673	1000	0853.txt.gz
multidrug@RND	mexE	140741	1000	0854.txt.gz
multidrug@RND	mexF	206605	1000	0855.txt.gz
multidrug@RND	mexH	22492	1000	0856.txt.gz
multidrug@RND	mexI	117452	1000	0857.txt.gz
multidrug@RND	mexJ	26793	1000	0858.txt.gz
multidrug@RND	mexK	199986	1000	0859.txt.gz
multidrug@RND	mexM	20513	1000	0860.txt.gz
multidrug@RND	mexN	64945	1000	0861.txt.gz
multidrug@RND	mexP	22974	1000	0862.txt.gz
multidrug@RND	mexQ	116255	1000	0863.txt.gz
multidrug@RND	mexV	21993	1000	0864.txt.gz
multidrug@RND	mexW	138330	1000	0865.txt.gz
multidrug@RND	mexX	20422	1000	0866.txt.gz
multidrug@RND	mexY	136750	1000	0867.txt.gz
multidrug@RND	mmpL5	83175	1000	0868.txt.gz
multidrug@RND	mmpL7	1178	1000	0869.txt.gz
multidrug@RND	mtrC	51274	1000	0870.txt.gz
multidrug@RND	mtrD	95653	1000	0871.txt.gz
multidrug@RND	mtrE	34099	1000	0872.txt.gz
multidrug@RND	muxA	26075	1000	0873.txt.gz
multidrug@RND	muxB	185449	1000	0874.txt.gz
multidrug@RND	muxC	85639	1000	0875.txt.gz
multidrug@RND	opmB	25536	1000	0876.txt.gz
multidrug@RND	opmD	23786	1000	0877.txt.gz
multidrug@RND	opmE	25475	1000	0878.txt.gz
multidrug@RND	oprA	17675	1000	0879.txt.gz
multidrug@RND	oprB	23595	1000	0880.txt.gz
multidrug@RND	oprC	21441	1000	0881.txt.gz
multidrug@RND	oprJ	31686	1000	0882.txt.gz
multidrug@RND	oprM	47414	1000	0883.txt.gz
multidrug@RND	oprN	60231	1000	0884.txt.gz
multidrug@RND	oprZ	17679	1000	0885.txt.gz
multidrug@RND	oqxA	175988	1000	0886.txt.gz
multidrug@RND	oqxB	348052	1000	0887.txt.gz
multidrug@RND	pseA	2030	1000	0888.txt.gz
multidrug@RND	pseB	1579	1000	0889.txt.gz
multidrug@RND	pseC	10095	1000	0890.txt.gz
multidrug@RND	sdeA	26257	1000	0891.txt.gz
multidrug@RND	sdeB	129874	1000	0892.txt.gz
multidrug@RND	sdeX	87546	1000	0893.txt.gz
multidrug@RND	sdeY	180822	1000	0894.txt.gz
multidrug@RND	smeA	24945	1000	0895.txt.gz
multidrug@RND	smeB	156278	1000	0896.txt.gz
multidrug@RND	smeC	26690	1000	0897.txt.gz
multidrug@RND	smeD	54226	1000	0898.txt.gz
multidrug@RND	smeE	331464	1000	0899.txt.gz
multidrug@RND	smeF	65386	1000	0900.txt.gz
multidrug@RND	tbtA	5768	1000	0901.txt.gz
multidrug@RND	tbtB	26246	1000	0902.txt.gz
multidrug@RND	tbtM	5393	1000	0903.txt.gz
multidrug@RND	tmexC	27913	1000	0904.txt.gz
multidrug@RND	tmexD	72716	1000	0905.txt.gz
multidrug@RND	tolC	500741	1000	0906.txt.gz
multidrug@RND	toprJ	26968	1000	0907.txt.gz
multidrug@RND	ttgA	49394	1000	0908.txt.gz
multidrug@RND	ttgB	148440	1000	0909.txt.gz
multidrug@RND	ttgC	45338	1000	0910.txt.gz
multidrug@RND	vexA	13063	1000	0911.txt.gz
multidrug@RND	vexB	28559	1000	0912.txt.gz
multidrug@RND	vexC	2751	1000	0913.txt.gz
multidrug@RND	vexD	13715	1000	0914.txt.gz
multidrug@RND	vexE	3070	1000	0915.txt.gz
multidrug@RND	vexF	10165	1000	0916.txt.gz
multidrug@RND	vexG	2978	1000	0917.txt.gz
multidrug@RND	vexH	33581	1000	0918.txt.gz
multidrug@RND	vexI	2537	1000	0919.txt.gz
multidrug@RND	vexJ	3524	1000	0920.txt.gz
multidrug@RND	vexK	10251	1000	0921.txt.gz
multidrug@RND	vmeA	4527	1000	0922.txt.gz
multidrug@RND	vmeB	36815	1000	0923.txt.gz
multidrug@RND	vmeC	13762	1000	0924.txt.gz
multidrug@RND	vmeD	48755	1000	0925.txt.gz
multidrug@RND	vmeE	6569	1000	0926.txt.gz
multidrug@RND	vmeF	10480	1000	0927.txt.gz
multidrug@RND	vmeJ	3177	1000	0928.txt.gz
multidrug@RND	vmeK	19107	1000	0929.txt.gz
multidrug@RND	vmeP	3392	1000	0930.txt.gz
multidrug@RND	vmeQ	6003	1000	0931.txt.gz
multidrug@RND	vmeT	3184	1000	0932.txt.gz
multidrug@RND	vmeU	4089	1000	0933.txt.gz
multidrug@RND	vmeV	14987	1000	0934.txt.gz
multidrug@RND	vmeY	6734	1000	0935.txt.gz
multidrug@RND	vmeZ	20470	1000	0936.txt.gz
multidrug@RND	vpoC	1601	1000	0937.txt.gz
multidrug@SMR	abeS	14397	1000	0938.txt.gz
multidrug@SMR	emrE	265079	1000	0939.txt.gz
multidrug@SMR	kpnE	40313	1000	0940.txt.gz
multidrug@SMR	kpnF	72640	1000	0941.txt.gz
multidrug@SMR	mdtI	424135	1000	0942.txt.gz
multidrug@SMR	mdtJ	335834	1000	0943.txt.gz
multidrug@SMR	mmr	5470	1000	0944.txt.gz
multidrug@SMR	ssmE	15261	1000	0945.txt.gz
multidrug@SMR	ykkC	6180	1000	0946.txt.gz
multidrug@SMR	ykkD	6747	1000	0947.txt.gz
mupirocin	mupA	32659	1000	0948.txt.gz
mupirocin	mupB	26648	1000	0949.txt.gz
nitroimidazole	nim*	101141	1000	0950.txt.gz
nitroimidazole	nimA	8743	1000	0951.txt.gz
nitroimidazole	nimB	23987	1000	0952.txt.gz
nitroimidazole	nimC	268	268	0953.txt.gz
nitroimidazole	nimD	10755	1000	0954.txt.gz
nitroimidazole	nimE	10734	1000	0955.txt.gz
nitroimidazole	nimF	6512	1000	0956.txt.gz
nitroimidazole	nimG	6745	1000	0957.txt.gz
nitroimidazole	nimH	7176	1000	0958.txt.gz
nitroimidazole	nimI	4072	1000	0959.txt.gz
nitroimidazole	nimJ	24067	1000	0960.txt.gz
nitroimidazole	nimK	4370	1000	0961.txt.gz
nitroimidazole	nimL	2528	1000	0962.txt.gz
phenicol	capO	900	900	0963.txt.gz
phenicol	catA	549914	1000	0964.txt.gz
phenicol	catB	252302	1000	0965.txt.gz
phenicol	catC	3668	1000	0966.txt.gz
phenicol	cfr(A)	20640	1000	0967.txt.gz
phenicol	cfr(B)	29311	1000	0968.txt.gz
phenicol	cfr(C)	221761	1000	0969.txt.gz
phenicol	cfr(D)	1794	1000	0970.txt.gz
phenicol	cfr(E)	125643	1000	0971.txt.gz
phenicol	cfr*	195278	1000	0972.txt.gz
phenicol	cml*	113125	1000	0973.txt.gz
phenicol	cmlA	60375	1000	0974.txt.gz
phenicol	cmlB	4380	1000	0975.txt.gz
phenicol	cmlR	11436	1000	0976.txt.gz
phenicol	cmlV	20986	1000	0977.txt.gz
phenicol	cmrA	3728	1000	0978.txt.gz
phenicol	cmx	83263	1000	0979.txt.gz
phenicol	cpt	58458	1000	0980.txt.gz
phenicol	craA	48828	1000	0981.txt.gz
phenicol	cxpE	88635	1000	0982.txt.gz
phenicol	estDL136	22927	1000	0983.txt.gz
phenicol	fexA	25690	1000	0984.txt.gz
phenicol	fexB	11798	1000	0985.txt.gz
phenicol	floR	407466	1000	0986.txt.gz
phenicol	optrA	39123	1000	0987.txt.gz
phenicol	pexA	91	91	0988.txt.gz
phenicol	poxtA	46921	1000	0989.txt.gz
pleuromutilin	taeA	159825	1000	0990.txt.gz
pleuromutilin	tva(A)	1328	1000	0991.txt.gz
pleuromutilin	tva(B)	3005	1000	0992.txt.gz
pleuromutilin	tva(C)	451	451	0993.txt.gz
pleuromutilin	tva(D)	457	457	0994.txt.gz
quinolone	mfpA	7178	1000	0995.txt.gz
quinolone	qepA	19839	1000	0996.txt.gz
quinolone	qnr*	143215	1000	0997.txt.gz
quinolone	qnrA	1639	1000	0998.txt.gz
quinolone	qnrAS	282	282	0999.txt.gz
quinolone	qnrB	50518	1000	1000.txt.gz
quinolone	qnrC	337	337	1001.txt.gz
quinolone	qnrD	14476	1000	1002.txt.gz
quinolone	qnrE	6318	1000	1003.txt.gz
quinolone	qnrS	88769	1000	1004.txt.gz
quinolone	qnrVC	10216	1000	1005.txt.gz
rifamycin	arr	381175	1000	1006.txt.gz
rifamycin	helR	245058	1000	1007.txt.gz
rifamycin	iri	18968	1000	1008.txt.gz
rifamycin	rgt	9460	1000	1009.txt.gz
rifamycin	rox	123691	1000	1010.txt.gz
rifamycin	rph*	231401	1000	1011.txt.gz
rifamycin	rphA	2816	1000	1012.txt.gz
rifamycin	rphB	71441	1000	1013.txt.gz
rifamycin	rphC	70007	1000	1014.txt.gz
rifamycin	rphD	61429	1000	1015.txt.gz
streptolydigin	slgT	1284	1000	1016.txt.gz
streptothricin	nat1	1621	1000	1017.txt.gz
streptothricin	sat2	33396	1000	1018.txt.gz
streptothricin	sat3	360	360	1019.txt.gz
streptothricin	sat4	296305	1000	1020.txt.gz
streptothricin	sta	627	627	1021.txt.gz
streptothricin	sttH	235	235	1022.txt.gz
sulfonamide	mtrF	67037	1000	1023.txt.gz
sulfonamide	sul1	293849	1000	1024.txt.gz
sulfonamide	sul2	292088	1000	1025.txt.gz
sulfonamide	sul3	36914	1000	1026.txt.gz
sulfonamide	sul4	25752	1000	1027.txt.gz
sulfonamide	sulR	480	480	1028.txt.gz
sulfonamide	sulX	736	736	1029.txt.gz
sulfonamide	thfT	443	443	1030.txt.gz
sulfonamide	ydaH	6560	1000	1031.txt.gz
tetracenomycin	tcmA	13132	1000	1032.txt.gz
tetracycline	otr(A)	65645	1000	1033.txt.gz
tetracycline	otr(B)	649	649	1034.txt.gz
tetracycline	otr(C)-1	10331	1000	1035.txt.gz
tetracycline	otr(C)-2	474	474	1036.txt.gz
tetracycline	tcr3	541	541	1037.txt.gz
tetracycline	tcrA	28409	1000	1038.txt.gz
tetracycline	tet(30)	24313	1000	1039.txt.gz
tetracycline	tet(31)	7247	1000	1040.txt.gz
tetracycline	tet(32)	474894	1000	1041.txt.gz
tetracycline	tet(33)	38173	1000	1042.txt.gz
tetracycline	tet(34)	118892	1000	1043.txt.gz
tetracycline	tet(35)	116475	1000	1044.txt.gz
tetracycline	tet(36)	31298	1000	1045.txt.gz
tetracycline	tet(37)	156144	1000	1046.txt.gz
tetracycline	tet(38)	35838	1000	1047.txt.gz
tetracycline	tet(39)	43144	1000	1048.txt.gz
tetracycline	tet(40)	431593	1000	1049.txt.gz
tetracycline	tet(41)	4324	1000	1050.txt.gz
tetracycline	tet(42)	36416	1000	1051.txt.gz
tetracycline	tet(43)	29629	1000	1052.txt.gz
tetracycline	tet(44)	233040	1000	1053.txt.gz
tetracycline	tet(45)	3072	1000	1054.txt.gz
tetracycline	tet(47)	8757	1000	1055.txt.gz
tetracycline	tet(48)	2610	1000	1056.txt.gz
tetracycline	tet(49)	11496	1000	1057.txt.gz
tetracycline	tet(50)	655	655	1058.txt.gz
tetracycline	tet(51)	2621	1000	1059.txt.gz
tetracycline	tet(52)	276	276	1060.txt.gz
tetracycline	tet(53)	7123	1000	1061.txt.gz
tetracycline	tet(54)	2889	1000	1062.txt.gz
tetracycline	tet(55)	220	220	1063.txt.gz
tetracycline	tet(56)	11518	1000	1064.txt.gz
tetracycline	tet(57)	320	320	1065.txt.gz
tetracycline	tet(59)	9277	1000	1066.txt.gz
tetracycline	tet(62)	3779	1000	1067.txt.gz
tetracycline	tet(63)	1199	1000	1068.txt.gz
tetracycline	tet(64)	7466	1000	1069.txt.gz
tetracycline	tet(65)	15560	1000	1070.txt.gz
tetracycline	tet(A)	173189	1000	1071.txt.gz
tetracycline	tet(B)	124910	1000	1072.txt.gz
tetracycline	tet(C)	116427	1000	1073.txt.gz
tetracycline	tet(D)	26367	1000	1074.txt.gz
tetracycline	tet(E)	17279	1000	1075.txt.gz
tetracycline	tet(G)	51096	1000	1076.txt.gz
tetracycline	tet(H)	21786	1000	1077.txt.gz
tetracycline	tet(J)	11842	1000	1078.txt.gz
tetracycline	tet(K)	1405	1000	1079.txt.gz
tetracycline	tet(L)	131122	1000	1080.txt.gz
tetracycline	tet(M)	499107	1000	1081.txt.gz
tetracycline	tet(O)	522790	1000	1082.txt.gz
tetracycline	tet(Q)	536687	1000	1083.txt.gz
tetracycline	tet(S)	70535	1000	1084.txt.gz
tetracycline	tet(T)	23380	1000	1085.txt.gz
tetracycline	tet(V)	96899	1000	1086.txt.gz
tetracycline	tet(W)	546612	1000	1087.txt.gz
tetracycline	tet(X)	304359	1000	1088.txt.gz
tetracycline	tet(Y)	16910	1000	1089.txt.gz
tetracycline	tet(Z)	26193	1000	1090.txt.gz
tetracycline	tet*	703349	1000	1091.txt.gz
tetracycline	tetA	26764	1000	1092.txt.gz
tetracycline	tetA(46)	259570	1000	1093.txt.gz
tetracycline	tetA(58)	94857	1000	1094.txt.gz
tetracycline	tetA(60)	115253	1000	1095.txt.gz
tetracycline	tetA(P)	229111	1000	1096.txt.gz
tetracycline	tetB	25817	1000	1097.txt.gz
tetracycline	tetB(46)	273474	1000	1098.txt.gz
tetracycline	tetB(58)	67966	1000	1099.txt.gz
tetracycline	tetB(60)	126011	1000	1100.txt.gz
tetracycline	tetB(P)	208714	1000	1101.txt.gz
thiostrepton	nshR	2753	1000	1102.txt.gz
thiostrepton	tipA	26585	1000	1103.txt.gz
thiostrepton	tsnR	105	105	1104.txt.gz
thiostrepton	tsr	2215	1000	1105.txt.gz
trimethoprim	dfr*	48657	1000	1106.txt.gz
trimethoprim	dfrA	228664	1000	1107.txt.gz
trimethoprim	dfrB	52382	1000	1108.txt.gz
trimethoprim	dfrC	48981	1000	1109.txt.gz
trimethoprim	dfrD	9090	1000	1110.txt.gz
trimethoprim	dfrE	6331	1000	1111.txt.gz
trimethoprim	dfrF	359885	1000	1112.txt.gz
trimethoprim	dfrG	27498	1000	1113.txt.gz
trimethoprim	dfrI	1275	1000	1114.txt.gz
trimethoprim	dfrK	4599	1000	1115.txt.gz
trimethoprim	dfrL	1895	1000	1116.txt.gz
tuberactinomycin	cac	1750	1000	1117.txt.gz
tuberactinomycin	cpaA	750	750	1118.txt.gz
tuberactinomycin	cph	54	54	1119.txt.gz
tuberactinomycin	vph	16695	1000	1120.txt.gz
tunicamycin	tmrB	8721	1000	1121.txt.gz
tunicamycin	tmrD	2235	1000	1122.txt.gz
