lat	lon	size
47.2	-122.9	1
47.2	-113.9	1
47.2	-99.3	2
47.2	-99.1	11
47.2	-95.2	8
47.2	-94.2	8
47.2	-93.5	95
47.2	-89.7	11
47.2	-9.3	1
47.2	-1.6	22
47.2	1.7	1
47.2	4.6	2
47.2	8.3	7
47.2	8.5	5
47.2	9.5	38
47.2	12.2	2
47.2	12.6	50
47.2	13.3	1
47.2	14.2	1
47.2	27.8	1
47.2	39.7	8
47.2	110.4	18
47.2	123.1	2
47.2	123.2	2
47.2	123.7	1
47.2	124.2	8
47.2	126.1	1
47.2	126.5	12
47.2	127.1	1
47.2	130.8	1
47.2	132.6	2
47.3	-125.0	1
47.3	-122.2	1
47.3	-114.8	1
47.3	-89.8	6
47.3	2.2	1
47.3	7.9	1
47.3	8.0	7
47.3	8.2	2
47.3	8.6	17
47.3	9.2	4
47.3	10.0	1
47.3	11.4	60
47.3	12.2	2
47.3	13.6	3
47.3	21.9	1
47.3	25.4	12
47.3	38.3	14
47.3	106.2	13
47.3	124.0	1
47.3	124.1	2
47.3	126.4	108
47.3	129.4	1
47.4	-113.6	1
47.4	-93.9	5
47.4	-92.6	7
47.4	-0.7	11
47.4	4.6	1
47.4	7.2	17
47.4	8.5	22
47.4	8.6	75
47.4	8.7	5
47.4	9.4	15
47.4	9.6	54
47.4	9.7	1
47.4	12.8	1
47.4	13.2	1
47.4	22.9	1
47.4	28.8	3
47.4	87.8	1
47.4	123.9	1
47.4	124.0	120
47.4	126.2	1
47.4	126.3	5
47.4	133.3	2
47.5	-122.2	2
47.5	-93.5	86
47.5	-93.4	8
47.5	-92.2	8
47.5	-2.2	2
47.5	0.2	2
47.5	0.7	9
47.5	4.0	1
47.5	4.3	1
47.5	7.3	48
47.5	7.5	131
47.5	9.5	3
47.5	9.6	34
47.5	9.9	1
47.5	13.5	2
47.5	15.9	1
47.5	17.0	3
47.5	19.0	143
47.5	19.1	2
47.5	19.2	7
47.5	20.2	1
47.5	26.1	1
47.5	26.6	1
47.5	27.1	1
47.5	124.7	15
47.5	130.6	2
47.5	132.9	1
47.5	133.5	1
47.5	133.9	9
47.6	-129.6	1
47.6	-122.3	558
47.6	-122.1	2
47.6	-117.4	4
47.6	-92.3	12
47.6	-86.8	1
47.6	-86.6	6
47.6	-52.7	22
47.6	-3.0	4
47.6	7.5	42
47.6	9.4	2
47.6	12.9	10
47.6	19.1	2
47.6	27.0	1
47.6	106.5	2
47.6	106.6	21
47.6	106.7	9
47.6	106.8	10
47.6	123.8	1
47.6	123.9	12
47.6	126.4	15
47.6	133.4	1
47.7	-122.4	1
47.7	-122.3	29
47.7	2.5	1
47.7	9.2	2
47.7	12.2	1
47.7	13.8	2
47.7	19.9	1
47.7	26.3	1
47.7	133.0	1
47.7	134.3	9
47.8	-127.8	2
47.8	-122.1	3
47.8	-92.2	4
47.8	-86.9	1
47.8	-73.4	20
47.8	-39.4	6
47.8	0.5	1
47.8	1.3	1
47.8	9.1	9
47.8	9.2	1
47.8	13.0	156
47.8	13.1	12
47.8	28.0	3
47.8	133.8	9
47.9	-129.1	1
47.9	-91.9	6
47.9	-90.2	9
47.9	-73.8	24
47.9	-73.7	10
47.9	-10.4	1
47.9	-2.7	1
47.9	-2.0	2
47.9	0.9	1
47.9	3.0	1
47.9	26.9	1
47.9	126.3	15
48.0	-129.1	2
48.0	-122.8	1
48.0	-122.0	1
48.0	-88.5	6
48.0	-2.9	1
48.0	-2.0	1
48.0	-1.4	1
48.0	0.2	5
48.0	0.7	1
48.0	0.8	1
48.0	1.6	1
48.0	7.1	1
48.0	7.8	567
48.0	7.9	65
48.0	8.0	12
48.0	8.6	2
48.0	9.7	1
48.0	12.1	1
48.0	13.2	1
48.0	16.0	4
48.0	16.1	13
48.0	16.3	1
48.0	21.7	4
48.0	133.5	1
48.1	-114.0	1
48.1	-90.4	1
48.1	-87.8	6
48.1	-8.8	1
48.1	-3.4	1
48.1	-1.8	9
48.1	-1.7	54
48.1	7.9	24
48.1	11.6	756
48.1	14.2	1
48.1	28.4	3
48.1	134.5	9
48.2	-71.3	8
48.2	-2.2	1
48.2	2.5	4
48.2	5.0	3
48.2	6.9	15
48.2	11.6	12
48.2	13.8	1
48.2	16.3	17
48.2	16.4	2
48.2	16.5	5
48.2	17.2	5
48.2	21.3	58
48.2	27.3	3
48.2	128.0	1
48.2	128.1	2
48.2	130.4	2
48.2	134.2	1
48.3	-3.4	1
48.3	2.4	4
48.3	4.3	1
48.3	4.8	3
48.3	5.2	4
48.3	8.4	64
48.3	15.0	1
48.3	15.8	1
48.3	16.1	465
48.3	16.3	1
48.3	16.4	3700
48.3	17.0	1
48.3	17.4	1
48.3	17.8	2
48.3	126.4	1
48.3	128.1	2
48.3	134.7	1
48.3	135.1	2
48.4	-124.7	6
48.4	-71.0	5
48.4	-4.6	2
48.4	-4.2	1
48.4	4.2	1
48.4	4.6	28
48.4	5.3	2
48.4	5.5	7
48.4	7.5	1
48.4	10.0	66
48.4	11.4	7
48.4	11.6	6
48.4	11.7	3
48.4	11.8	2
48.4	15.7	1
48.4	17.8	1
48.4	116.3	1
48.5	-8.8	1
48.5	-7.2	1
48.5	2.3	4
48.5	2.4	12
48.5	8.8	1
48.5	9.0	27
48.5	9.1	3050
48.5	10.0	1
48.5	11.4	10
48.5	14.2	1
48.5	14.3	43
48.5	21.7	1
48.5	103.3	8
48.5	119.1	4
48.5	119.5	7
48.5	119.6	11
48.5	119.7	9
48.5	119.8	11
48.5	119.9	9
48.5	120.0	5
48.5	124.7	15
48.5	125.2	22
48.5	135.4	2
48.6	-71.8	1
48.6	-71.7	1
48.6	-71.6	1
48.6	-71.5	1
48.6	-4.4	1
48.6	-0.2	1
48.6	1.6	4
48.6	2.2	1
48.6	9.1	11
48.6	10.9	1
48.6	14.7	30
48.6	130.5	1
48.7	-122.9	128
48.7	-122.4	2
48.7	-71.9	1
48.7	-71.8	1
48.7	-71.6	1
48.7	-71.5	1
48.7	-4.1	1
48.7	-4.0	1
48.7	-3.9	8
48.7	-1.4	332
48.7	2.2	1
48.7	4.4	1
48.7	13.1	1
48.7	14.7	23
48.7	16.4	1
48.7	20.5	10
48.7	20.9	1
48.7	102.6	6
48.8	-122.5	4
48.8	-79.2	2
48.8	-14.9	6
48.8	-14.8	7
48.8	-14.7	6
48.8	-4.0	14
48.8	-3.9	2
48.8	2.2	9
48.8	2.3	471
48.8	2.4	45
48.8	2.5	173
48.8	5.6	1
48.8	9.2	4
48.8	10.6	1
48.8	14.5	119
48.8	16.5	1
48.8	17.8	1
48.8	21.0	1
48.8	106.4	3
48.8	128.2	1
48.9	-72.4	1
48.9	-15.0	2
48.9	-14.9	5
48.9	-14.8	5
48.9	-14.7	1
48.9	1.0	1
48.9	2.2	345
48.9	2.3	128
48.9	2.4	155
48.9	7.1	1
48.9	13.4	3
48.9	13.6	7
48.9	20.4	2
48.9	163.5	1
49.0	-123.1	72
49.0	-122.7	10
49.0	-122.6	24
49.0	-122.5	2
49.0	-72.5	1
49.0	-68.0	1
49.0	-40.0	2
49.0	-15.0	4
49.0	-14.9	8
49.0	-14.8	6
49.0	-14.7	5
49.0	-1.5	1
49.0	2.0	7
49.0	2.4	1
49.0	6.0	35
49.0	6.7	1
49.0	8.0	1
49.0	12.1	64
49.0	13.3	3
49.0	13.4	13
49.0	16.9	1
49.0	17.1	7
49.0	17.2	1
49.0	22.0	1
49.1	-123.2	22
49.1	-123.1	6
49.1	-123.0	6
49.1	-122.9	3
49.1	-122.6	1
49.1	-122.5	2
49.1	-89.4	42
49.1	-15.0	3
49.1	-14.8	2
49.1	-1.2	1
49.1	0.9	1
49.1	1.7	1
49.1	2.0	1
49.1	3.4	1
49.1	7.7	10
49.1	8.4	51
49.1	14.0	1
49.1	16.6	5
49.1	19.3	1
49.1	19.4	1
49.1	119.8	132
49.2	-123.0	1
49.2	-122.6	1
49.2	4.1	22
49.2	5.4	4
49.2	6.0	1
49.2	6.5	61
49.2	6.7	9
49.2	7.0	10
49.2	8.4	72
49.2	16.6	15
49.2	17.2	1
49.2	19.4	1
49.2	117.4	7
49.2	119.6	92
49.2	119.7	44
49.3	-123.1	161
49.3	-119.6	3
49.3	-0.7	1
49.3	7.3	6
49.3	9.0	1
49.3	9.9	1
49.3	117.7	2
49.3	120.7	5
49.3	121.3	2
49.3	121.4	3
49.3	121.5	1
49.3	125.6	1
49.3	128.3	1
49.4	-1.5	1
49.4	8.7	994
49.4	10.3	9
49.4	11.5	1
49.4	14.7	1
49.4	119.5	12
49.4	120.2	1
49.5	2.2	157
49.5	6.0	2
49.5	6.2	175
49.5	6.5	1
49.5	8.1	1
49.5	15.5	1
49.5	21.8	1
49.5	123.2	8
49.5	123.3	1
49.5	123.4	1
49.5	123.5	1
49.5	123.6	1
49.5	124.8	8
49.5	124.9	6
49.6	-125.5	1
49.6	-97.2	1
49.6	-95.9	3
49.6	-5.5	1
49.6	6.1	226
49.6	8.4	2
49.6	11.0	116
49.6	12.8	1
49.6	19.9	1
49.6	20.4	1
49.6	21.4	1
49.6	22.0	1
49.7	-113.0	1
49.7	-112.9	1
49.7	-112.8	19
49.7	-112.1	1
49.7	-112.0	1
49.7	-97.6	1
49.7	-97.2	2
49.7	-97.1	1
49.7	-96.5	2
49.7	-93.8	3
49.7	-93.7	29
49.7	-71.5	1
49.7	-42.4	6
49.7	2.3	1
49.7	5.8	1
49.7	5.9	4
49.7	6.1	5
49.7	18.2	1
49.8	-130.3	1
49.8	-119.6	1
49.8	-113.0	2
49.8	-112.3	3
49.8	-112.2	8
49.8	-112.1	19
49.8	-111.9	1
49.8	-97.6	3
49.8	-97.3	1
49.8	-97.2	2
49.8	-95.3	1
49.8	-93.8	12
49.8	5.8	2
49.8	5.9	1
49.8	6.1	45
49.9	-112.2	1
49.9	-112.1	6
49.9	-111.9	11
49.9	-97.1	278
49.9	1.5	1
49.9	7.8	1
49.9	12.4	1
49.9	12.6	1
49.9	14.7	1
49.9	14.9	1
49.9	16.9	1
50.0	-113.1	2
50.0	-112.9	1
50.0	-112.0	11
50.0	-110.7	3
50.0	-110.5	1
50.0	-98.3	11
50.0	-94.2	1
50.0	-5.0	1
50.0	8.2	3
50.0	9.8	3
50.0	10.2	1
50.0	10.5	1
50.0	14.0	1
50.0	14.5	12
50.0	17.4	1
50.0	179.6	1
50.1	2.6	1
50.1	3.2	1
50.1	6.8	2
50.1	8.7	17
50.1	10.4	12
50.1	10.5	5
50.1	11.0	1
50.1	13.1	16
50.1	13.9	16
50.1	14.3	1
50.1	14.4	197
50.2	-145.1	1
50.2	-5.3	3
50.2	-5.0	5
50.2	-4.2	8
50.2	-4.1	33
50.2	9.3	24
50.2	16.6	1
50.2	19.5	1
50.2	22.2	1
50.2	119.4	96
50.2	127.3	2
50.3	-145.1	1
50.3	-107.8	121
50.3	6.7	1
50.3	14.8	1
50.4	-145.1	1
50.4	-144.7	5
50.4	-104.8	1
50.4	-104.6	3
50.4	-1.6	74
50.4	7.1	2
50.4	7.4	4
50.4	7.6	856
50.4	8.0	1
50.4	8.4	12
50.4	15.5	1
50.4	20.0	1
50.4	124.1	1
50.4	127.3	1
50.5	-145.1	1
50.5	-145.0	6
50.5	-144.8	2
50.5	-144.7	4
50.5	-104.7	2
50.5	-1.3	2
50.5	4.5	2
50.5	4.6	1
50.5	8.7	1
50.5	9.1	1
50.5	9.3	1
50.6	-144.8	1
50.6	-144.7	1
50.6	1.8	1
50.6	3.1	30
50.6	5.2	1
50.6	8.6	1
50.6	9.7	1
50.6	10.1	1
50.7	-114.5	1
50.7	-4.0	1
50.7	-3.2	4
50.7	-2.0	6
50.7	6.6	1
50.7	7.1	110
50.7	10.8	2
50.7	12.1	2
50.7	18.1	2
50.8	-112.8	1
50.8	-1.0	6
50.8	2.5	1
50.8	4.5	78
50.8	5.7	545
50.8	6.0	1
50.8	8.8	46
50.8	21.8	1
50.9	-120.4	21
50.9	-3.5	1
50.9	1.8	18
50.9	4.7	107
50.9	6.9	29
50.9	7.0	193
50.9	10.5	2
50.9	11.6	150
50.9	13.7	23
50.9	13.8	25
50.9	21.1	1
51.0	-114.1	199
51.0	-114.0	5
51.0	-43.0	3
51.0	3.4	84
51.0	3.7	15
51.0	5.0	67
51.0	6.7	1
51.0	6.9	6
51.0	9.2	1
51.0	10.0	14
51.0	13.0	1
51.0	13.7	6
51.0	13.8	35
51.0	17.7	1
51.0	17.9	1
51.1	-115.4	1
51.1	-114.1	70
51.1	-4.2	1
51.1	-1.4	5
51.1	-1.3	184
51.1	-0.3	1
51.1	-0.1	3
51.1	0.7	1
51.1	3.1	15
51.1	3.7	12
51.1	4.6	3
51.1	10.3	1
51.1	10.4	6
51.1	10.5	9
51.1	13.7	4
51.1	17.0	5
51.1	19.8	1
51.1	21.7	1
51.1	30.0	1
51.1	71.3	529
51.1	125.5	2
51.1	167.6	1
51.2	-113.2	2
51.2	-2.2	1
51.2	-0.8	17
51.2	-0.6	96
51.2	-0.2	6
51.2	2.7	2
51.2	4.4	104
51.2	6.5	3
51.2	6.8	21
51.2	10.5	1774
51.2	10.7	9
51.2	10.8	37
51.2	19.7	1
51.2	21.9	1
51.2	30.0	7
51.2	30.2	12
51.2	71.5	22
51.2	125.2	1
51.2	125.3	2
51.2	125.6	1
51.3	-115.2	1
51.3	-114.4	1
51.3	-113.0	1
51.3	-0.7	62
51.3	-0.3	1
51.3	-0.2	2
51.3	-0.1	1
51.3	2.5	2
51.3	2.6	2
51.3	2.8	3
51.3	2.9	1
51.3	4.4	22
51.3	9.4	126
51.3	12.4	30
51.3	29.6	1
51.4	-110.2	1
51.4	-2.4	366
51.4	-2.3	117
51.4	-1.2	237
51.4	2.5	1
51.4	2.8	24
51.4	3.1	1
51.4	3.2	1
51.4	7.0	123
51.4	7.9	1
51.4	11.9	180
51.4	12.4	10
51.4	19.0	1
51.4	21.1	1
51.4	22.0	8
51.4	30.0	9
51.4	30.1	11
51.4	79.5	1
51.4	126.4	2
51.5	-115.2	1
51.5	-113.4	1
51.5	-3.2	33
51.5	-2.6	449
51.5	-0.3	3
51.5	-0.2	97
51.5	-0.1	3692
51.5	0.1	1
51.5	2.4	2
51.5	2.8	19
51.5	2.9	22
51.5	3.1	1
51.5	3.8	1
51.5	5.4	2
51.5	5.9	8
51.5	6.3	13
51.5	8.9	1
51.5	10.0	1
51.5	20.0	2
51.5	21.0	1
51.5	30.1	1
51.5	98.1	1
51.5	104.5	1
51.5	105.2	1
51.5	122.6	1
51.5	122.7	5
51.6	-128.1	15
51.6	-110.7	1
51.6	-9.7	1
51.6	-0.3	24
51.6	-0.2	4
51.6	2.3	1
51.6	2.8	1
51.6	3.9	7
51.6	4.8	3
51.6	5.4	1
51.6	9.9	1
51.7	-0.2	4
51.7	3.8	7
51.7	12.6	10
51.7	18.3	1
51.7	18.9	1
51.7	122.0	9
51.7	122.1	3
51.7	124.4	1
51.8	-1.3	17
51.8	-0.2	1
51.8	0.2	1
51.8	0.9	28
51.8	1.0	10
51.8	2.7	1
51.8	5.8	172
51.8	9.1	1
51.8	9.6	10
51.8	10.1	1
51.8	10.6	8
51.8	86.0	2
51.8	103.9	2
51.8	104.9	8
51.9	-114.6	3
51.9	-8.5	1159
51.9	-2.6	3
51.9	4.5	53
51.9	4.6	7
51.9	4.7	1
51.9	5.5	5
51.9	5.9	1
51.9	6.5	1
51.9	11.0	1
51.9	39.5	1
52.0	-3.7	1
52.0	1.0	1
52.0	4.4	1
52.0	4.5	108
52.0	5.0	577
52.0	5.7	34
52.0	6.5	1
52.0	6.9	1
52.0	7.6	37
52.0	8.5	8
52.0	18.3	1
52.0	21.3	1
52.0	104.1	2
52.0	105.3	2
52.0	123.6	1
52.1	-110.3	1
52.1	-106.7	2
52.1	-3.8	17
52.1	-2.4	1
52.1	-1.4	8
52.1	5.1	14
52.1	5.2	10
52.1	5.3	713
52.1	6.4	1
52.1	17.2	2
52.2	-8.3	310
52.2	-8.2	1
52.2	-1.3	6
52.2	-0.0	2
52.2	0.1	61
52.2	4.5	75
52.2	10.2	32
52.2	10.7	1
52.2	19.3	1
52.2	21.0	28
52.3	-121.9	26
52.3	-114.9	1
52.3	-113.8	17
52.3	-112.8	1
52.3	-7.9	1
52.3	-1.3	3
52.3	1.4	3
52.3	4.5	8
52.3	4.7	4
52.3	4.9	109
52.3	5.0	124
52.3	6.8	5
52.3	7.6	2
52.3	10.6	88
52.3	17.4	1
52.3	19.3	1
52.3	106.0	1
52.3	124.7	4
52.4	-110.6	3
52.4	-2.7	2
52.4	-1.5	11
52.4	-0.0	12
52.4	4.8	8
52.4	4.9	531
52.4	5.5	40
52.4	9.7	136
52.4	9.8	133
52.4	13.2	69
52.4	13.3	8
52.4	16.9	1027
52.4	106.4	1
52.5	-116.1	6
52.5	-113.8	48
52.5	-113.7	206
52.5	-1.9	348
52.5	8.4	1
52.5	13.2	8
52.5	13.3	25
52.5	13.4	1033
52.5	13.6	32
52.5	19.3	1
52.5	22.9	1
52.5	105.1	3
52.5	158.2	3
52.6	-111.4	1
52.6	-0.0	8
52.6	1.2	676
52.6	1.3	89
52.6	6.7	1
52.6	13.5	27
52.6	108.2	5
52.7	-113.6	1
52.7	-111.3	1
52.7	-2.8	1
52.7	-2.7	6
52.7	0.4	1
52.7	6.0	10
52.7	7.0	1
52.7	7.4	1
52.7	11.6	1
52.8	-2.4	146
52.8	1.3	12
52.8	11.4	1
52.8	12.8	1
52.8	169.4	2
52.9	-113.4	1
52.9	-6.9	1
52.9	0.3	10
52.9	14.9	1
52.9	16.2	1
52.9	17.7	1
53.0	-117.2	1
53.0	-46.0	3
53.0	-8.3	1
53.0	-4.0	56
53.0	-3.8	15
53.0	-1.2	609
53.0	0.9	1
53.0	4.8	1
53.0	7.0	1
53.0	8.9	1
53.0	9.5	1
53.0	13.9	14
53.0	14.6	1
53.0	18.1	1
53.0	122.6	1
53.0	125.0	3
53.0	125.1	1
53.0	126.0	5
53.1	-114.5	9
53.1	-7.7	139
53.1	8.8	4
53.1	15.5	1
53.1	23.3	17
53.1	125.2	2
53.1	171.6	1
53.2	-9.3	1
53.2	-4.0	14
53.2	-3.1	1
53.2	6.6	55
53.2	6.7	1
53.2	7.1	1
53.2	14.9	1
53.2	18.5	1
53.2	19.9	1
53.2	107.5	1
53.2	109.2	2
53.2	121.4	2
53.3	-9.1	21
53.3	-6.3	219
53.3	-6.2	14
53.3	-4.7	5
53.3	7.9	1
53.3	8.4	1
53.3	10.2	1
53.3	16.3	2
53.3	107.5	1
53.3	108.2	1
53.4	-115.6	1
53.4	-6.3	333
53.4	-2.8	1
53.4	-2.2	25
53.4	9.7	1
53.4	13.7	31
53.4	13.8	30
53.4	16.3	6
53.4	23.7	1
53.4	123.0	1
53.5	-114.9	24
53.5	-113.5	308
53.5	-2.3	3
53.5	-2.2	86
53.5	109.0	2
53.5	123.2	4
53.6	-113.5	53
53.6	-113.3	44
53.6	7.9	2
53.6	9.9	3
53.7	22.3	1
53.8	-98.8	17
53.8	-1.5	18
53.8	12.8	2
53.8	19.1	1
53.9	-117.6	1
53.9	-116.6	45
53.9	-2.0	1
53.9	-1.3	1
53.9	22.1	1
54.0	-117.0	33
54.0	-2.4	30
54.0	-1.3	1
54.0	-0.6	1
54.0	6.9	4
54.0	14.3	2
54.0	20.5	1
54.0	162.4	1
54.1	-115.7	2
54.1	-6.0	2
54.1	-2.0	4
54.1	-1.9	3
54.1	7.9	6
54.1	10.2	10
54.1	12.1	8
54.1	19.1	1
54.1	19.5	1
54.2	-119.8	1
54.2	7.7	6
54.2	7.9	383
54.2	8.0	6
54.2	13.4	77
54.2	15.2	1
54.2	20.2	1
54.2	24.1	1
54.2	78.2	4
54.2	90.1	3
54.3	-157.2	1
54.3	-113.5	1
54.3	7.7	6
54.3	10.1	413
54.3	11.0	1
54.3	11.6	3
54.3	16.1	1
54.3	160.0	2
54.4	-128.5	20
54.4	-5.5	1
54.4	7.7	7
54.4	8.2	4
54.4	13.7	1
54.4	16.8	1
54.5	-166.6	2
54.5	-116.3	1
54.5	-113.7	1
54.5	-111.3	1
54.5	-110.6	1
54.5	-16.9	4
54.5	-16.8	4
54.5	-16.7	1
54.5	8.0	7
54.5	8.1	2
54.5	8.2	2
54.5	10.0	3
54.5	12.3	1
54.5	13.0	1
54.5	13.8	1
54.5	18.6	2
54.5	19.2	5
54.5	36.3	1
54.5	73.2	1
54.5	82.6	18
54.5	160.0	4
54.6	-119.6	1
54.6	-110.8	1
54.6	-110.5	11
54.6	-16.8	1
54.6	-5.9	468
54.6	16.5	1
54.6	18.6	1
54.7	-2.4	27
54.7	9.4	2
54.7	12.7	3
54.7	23.1	1
54.7	23.6	1
54.7	25.2	111
54.7	56.0	123
54.8	-119.6	2
54.8	-115.6	1
54.8	10.7	1
54.8	17.2	1
54.9	-116.2	1
54.9	-5.0	1
54.9	-4.6	1
54.9	-3.2	9
54.9	12.0	50
54.9	13.8	1
54.9	18.0	1
55.0	-101.5	1
55.0	-49.0	2
55.0	-8.1	1
55.0	-8.0	12
55.0	-1.6	2741
55.0	-1.5	1
55.0	5.0	2
55.0	9.6	1
55.0	10.5	1
55.0	11.9	1
55.0	12.0	5
55.0	83.5	16
55.0	109.1	2
55.1	-119.3	1
55.1	-77.4	26
55.1	10.1	1
55.1	10.2	2
55.1	10.3	1
55.1	24.3	1
55.1	25.2	1
55.1	109.2	1
55.1	175.7	1
55.2	-119.0	1
55.2	-118.4	2
55.2	-77.7	30
55.2	-3.3	9
55.2	-2.5	15
55.2	9.5	3
55.2	10.7	25
55.2	10.8	25
55.2	23.4	1
55.2	109.5	2
55.3	-156.8	1
55.3	-119.5	4
55.3	-114.8	2
55.3	-3.7	1
55.3	8.7	3
55.3	9.4	1
55.3	9.9	1
55.3	10.2	2
55.3	11.2	3
55.3	15.2	5
55.3	21.0	12
55.3	22.6	1
55.4	-111.3	1
55.4	-16.1	1
55.4	-3.4	2436
55.4	-2.8	2
55.4	9.1	59
55.4	9.6	2
55.4	10.4	8
55.4	10.5	3
55.4	10.7	2
55.4	11.8	42
55.4	12.3	140
55.4	12.4	1
55.4	13.4	1
55.4	14.5	1
55.4	21.2	3
55.4	25.1	1
55.4	37.4	249
55.4	55.4	1
55.4	55.5	2
55.4	65.3	1
55.5	-15.6	1
55.5	8.4	3
55.5	8.5	3
55.5	9.5	1
55.5	11.7	46
55.5	12.9	45
55.5	14.0	1
55.5	15.6	3
55.5	35.9	1
55.5	49.1	105
55.5	55.6	2
55.5	56.0	3
55.6	-111.1	1
55.6	-4.1	1
55.6	-2.8	1
55.6	-2.7	1
55.6	9.3	2
55.6	9.7	17
55.6	12.1	7
55.6	12.5	234
55.6	12.9	2
55.6	13.0	5013
55.6	13.2	1
55.6	16.4	3
55.7	-4.8	2
55.7	-4.1	1
55.7	-2.6	1
55.7	10.0	2
55.7	10.3	62
55.7	11.1	3
55.7	11.7	3
55.7	12.1	14
55.7	12.4	5
55.7	12.5	1105
55.7	12.6	1968
55.7	21.0	1
55.7	21.7	1
55.7	36.7	1
55.7	37.3	51
55.7	37.9	5
55.8	-114.0	1
55.8	-4.2	2
55.8	-4.1	3
55.8	-3.8	1
55.8	-3.0	5
55.8	11.6	1
55.8	12.0	1
55.8	12.3	2
55.8	12.5	10
55.8	23.7	1
55.8	37.4	2
55.8	37.6	12
55.8	49.1	75
55.9	-110.0	1
55.9	-4.8	1
55.9	-3.7	1
55.9	-3.5	2
55.9	-3.2	243
55.9	-3.1	45
55.9	-2.9	1
55.9	9.3	113
55.9	11.7	2
55.9	12.3	2
55.9	12.5	2
55.9	14.3	1
55.9	14.9	1
56.0	-115.4	3
56.0	-115.2	1
56.0	-114.2	1
56.0	-3.7	2
56.0	-3.3	5
56.0	-3.2	8
56.0	-3.1	2
56.0	12.6	1
56.0	13.1	1
56.0	14.4	3
56.0	25.4	1
56.0	25.5	1
56.0	37.0	4
56.0	37.2	1
56.1	-115.5	1
56.1	-110.3	1
56.1	-3.9	4
56.1	-3.8	1
56.1	-3.2	2
56.1	-3.1	2
56.1	10.1	3
56.1	10.3	21
56.1	10.5	16
56.1	13.2	8
56.1	14.8	2
56.1	15.9	1
56.1	22.9	1
56.1	60.3	1
56.2	-3.0	1
56.2	-2.6	10
56.2	9.4	1
56.2	10.2	12
56.2	10.3	4
56.2	12.5	1
56.2	14.8	1
56.2	26.6	1
56.2	38.0	1
56.3	-47.0	6
56.3	-2.8	9
56.3	3.1	8
56.3	9.5	52
56.3	9.6	8
56.3	10.4	1
56.3	10.5	11
56.3	15.7	1
56.3	26.0	1
56.4	-4.2	1
56.4	-4.1	1
56.4	4.2	3
56.4	9.5	7
56.4	10.7	1
56.4	12.6	2
56.4	16.1	2
56.4	20.8	1
56.4	65.5	4
56.4	65.7	2
56.5	-5.5	3
56.5	-5.4	3
56.5	-4.2	9
56.5	-3.0	23
56.5	9.6	23
56.5	10.0	6
56.5	10.1	5
56.5	21.0	5
56.5	25.8	1
56.5	25.9	1
56.5	35.6	4
56.6	9.0	3
56.6	9.1	2
56.6	16.3	1
56.6	21.0	2
56.6	23.3	3
56.6	23.5	1
56.6	23.7	3
56.7	9.1	1
56.7	9.2	1
56.7	10.1	3
56.7	12.6	2
56.7	16.4	2
56.7	22.5	3
56.7	23.4	1
56.8	-111.9	1
56.8	-7.4	1
56.8	-5.1	1
56.8	9.6	1
56.8	9.8	12
56.8	9.9	6
56.8	16.7	3
56.8	21.4	1
56.8	26.2	3
56.9	-111.0	1
56.9	-5.7	1
56.9	-3.7	3
56.9	-3.2	6
56.9	11.4	3
56.9	12.4	3
56.9	14.0	1
56.9	17.1	84
56.9	24.4	3
56.9	25.2	1
56.9	27.5	1
56.9	35.9	1
57.0	-114.9	1
57.0	-111.9	1
57.0	-111.8	1
57.0	-5.6	1
57.0	-4.1	5
57.0	9.8	1
57.0	9.9	20
57.0	10.0	4
57.0	11.8	1
57.0	14.0	2
57.0	22.0	3
57.0	23.2	3
57.0	23.8	3
57.0	24.0	5
57.0	24.1	3
57.0	26.6	1
57.0	179.7	1
57.1	12.2	1
57.1	12.3	2
57.1	12.7	1
57.1	17.7	3
57.1	21.2	1
57.1	23.8	1
57.1	53.2	1
57.2	-166.7	1
57.2	-111.4	1
57.2	12.3	1
57.2	19.5	12
57.2	20.0	10
57.2	22.6	5
57.2	24.8	5
57.2	27.0	1
57.3	16.4	2
57.3	16.5	11
57.3	20.1	14
57.3	22.7	2
57.3	25.3	3
57.3	55.2	4
57.4	10.0	4
57.4	10.5	3
57.4	16.7	8
57.4	21.6	3
57.4	25.9	3
57.4	27.0	1
57.4	27.3	2
57.5	17.4	6
57.5	25.4	3
57.6	-3.6	2
57.6	10.0	3
57.6	11.8	2
57.6	11.9	1
57.6	22.3	2
57.6	26.3	2
57.6	26.6	2
57.6	27.0	2
57.7	10.6	2
57.7	11.9	7
57.7	12.0	161
57.7	13.2	1
57.7	24.3	1
57.7	26.2	4
57.7	27.1	2
57.7	27.4	2
57.8	6.9	4
57.8	13.1	1
57.8	22.6	1
57.8	25.4	1
57.8	27.2	4
57.8	27.5	2
57.8	40.9	1
57.9	11.6	1
57.9	12.0	1
57.9	12.9	1
57.9	15.6	2
57.9	26.3	4
57.9	26.5	2
57.9	27.7	2
58.0	-111.0	3
58.0	5.0	2
58.0	16.9	1
58.0	22.2	3
58.0	24.7	2
58.0	25.4	2
58.0	26.6	2
58.0	27.1	2
58.1	6.6	1
58.1	6.8	3
58.1	8.0	1
58.1	10.0	3
58.1	16.8	3
58.1	25.3	2
58.1	25.5	4
58.1	25.9	4
58.1	26.0	2
58.1	26.2	4
58.1	26.3	4
58.1	27.0	2
58.1	82.8	1
58.1	176.4	6
58.2	-129.9	2
58.2	-3.6	12
58.2	8.3	3
58.2	22.4	2
