lat	lon	size
41.7	103.1	3
41.7	106.4	3
41.7	123.3	1
41.7	125.9	45
41.7	126.1	2
41.7	141.0	7
41.8	-100.5	3
41.8	-88.4	2
41.8	-88.2	35
41.8	-87.8	1
41.8	-87.7	1
41.8	-87.6	512
41.8	-83.4	72
41.8	-83.3	145
41.8	-83.2	94
41.8	-83.1	10
41.8	-82.9	2
41.8	-81.7	2
41.8	-72.6	1
41.8	-72.4	2
41.8	-71.4	265
41.8	-70.8	15
41.8	-60.9	3
41.8	-5.5	1
41.8	-4.7	1
41.8	-3.4	2
41.8	-2.2	1
41.8	0.4	1
41.8	12.4	5
41.8	75.4	2
41.8	77.7	4
41.8	77.8	6
41.8	78.1	6
41.8	78.2	2
41.8	100.3	3
41.8	122.8	1
41.8	123.1	1
41.8	123.4	9
41.8	123.5	2
41.8	123.6	18
41.8	123.7	9
41.8	123.8	2
41.8	124.6	1
41.8	124.9	1
41.8	126.0	1
41.9	-122.4	6
41.9	-100.5	1
41.9	-93.1	4
41.9	-91.5	1
41.9	-89.4	15
41.9	-89.3	15
41.9	-87.8	7
41.9	-87.7	74
41.9	-87.6	1023
41.9	-83.6	1
41.9	-83.5	1
41.9	-83.3	1
41.9	-83.2	8
41.9	-74.1	12
41.9	-71.4	1735
41.9	-16.0	1
41.9	-0.6	1
41.9	0.2	1
41.9	12.4	44
41.9	12.5	85
41.9	12.6	340
41.9	45.3	4
41.9	75.4	3
41.9	77.7	4
41.9	84.4	18
41.9	85.8	3
41.9	97.1	3
41.9	107.9	3
41.9	115.8	21
41.9	118.7	1
41.9	123.6	2
41.9	123.8	1
41.9	124.0	2
41.9	127.6	4
41.9	127.7	4
41.9	146.3	6
42.0	-122.3	2
42.0	-100.5	1
42.0	-93.7	8
42.0	-93.6	234
42.0	-88.1	1
42.0	-88.0	3
42.0	-87.9	1
42.0	-87.7	80
42.0	-83.5	3
42.0	-83.4	2
42.0	-83.3	1
42.0	-72.6	9
42.0	-72.5	1
42.0	-71.5	2
42.0	-71.3	2
42.0	-8.1	1
42.0	-4.9	1
42.0	-3.0	9
42.0	-0.4	1
42.0	0.1	1
42.0	2.8	2102
42.0	12.9	4
42.0	13.6	1
42.0	21.5	5
42.0	41.7	2
42.0	77.9	1
42.0	83.0	3
42.0	113.0	32
42.0	123.4	1
42.0	123.5	9
42.0	126.5	1
42.0	127.0	9
42.0	127.6	2
42.0	128.4	1
42.0	140.9	4
42.1	-102.8	2
42.1	-81.2	5
42.1	-80.2	4
42.1	-71.6	1
42.1	-71.5	2
42.1	-71.4	1
42.1	-7.6	1
42.1	-5.7	1
42.1	-4.0	1
42.1	-1.1	1
42.1	-0.9	1
42.1	13.1	6
42.1	14.9	2
42.1	86.6	4
42.1	109.0	3
42.1	119.3	1
42.1	121.5	1
42.1	128.3	1
42.1	140.0	7
42.2	-121.5	1
42.2	-83.2	2
42.2	-72.0	1
42.2	-71.8	3
42.2	-71.6	1
42.2	-71.2	73
42.2	-71.1	27
42.2	-62.4	21
42.2	-62.3	13
42.2	-19.2	1
42.2	-8.8	13
42.2	-8.7	57
42.2	-7.7	1
42.2	-1.9	30
42.2	3.2	3
42.2	12.0	1
42.2	12.7	1
42.2	17.7	10
42.2	41.6	2
42.2	42.7	1
42.2	87.5	3
42.2	112.5	6
42.2	112.6	11
42.2	112.7	7
42.2	121.4	1
42.2	128.2	2
42.2	129.1	2
42.2	130.4	2
42.2	145.1	24
42.3	-100.7	14
42.3	-100.6	1
42.3	-87.9	2
42.3	-84.0	1
42.3	-83.8	3
42.3	-83.7	24
42.3	-83.0	43
42.3	-81.4	1
42.3	-76.3	4
42.3	-72.6	5
42.3	-72.1	20
42.3	-71.8	161
42.3	-71.7	1
42.3	-71.6	2
42.3	-71.2	2
42.3	-71.1	1203
42.3	-62.7	3
42.3	-8.7	1
42.3	-5.7	1
42.3	-4.7	1
42.3	-4.2	1
42.3	0.2	2
42.3	3.2	1
42.3	13.1	1
42.3	14.9	1
42.3	86.4	2
42.3	95.5	3
42.3	123.1	1
42.3	123.8	1
42.3	126.9	1
42.4	-121.5	2
42.4	-102.9	4
42.4	-88.6	1
42.4	-85.4	140
42.4	-83.1	6
42.4	-81.2	1
42.4	-76.5	842
42.4	-76.2	15
42.4	-72.3	9
42.4	-72.2	5
42.4	-71.9	2
42.4	-71.7	1
42.4	-71.4	94
42.4	-71.1	2459
42.4	-71.0	124
42.4	-61.3	3
42.4	-5.5	1
42.4	-4.9	1
42.4	-4.0	1
42.4	-3.7	1
42.4	11.3	1
42.4	11.7	1
42.4	11.8	1
42.4	12.1	2
42.4	19.2	2
42.4	19.3	1
42.4	22.7	2
42.4	26.5	1
42.4	74.5	4
42.4	86.4	9
42.4	122.7	1
42.4	123.0	1
42.4	123.9	1
42.4	128.0	15
42.4	128.1	2
42.4	128.2	1
42.4	128.3	1
42.4	128.4	1
42.4	129.1	6
42.5	-100.6	4
42.5	-81.3	2
42.5	-81.2	1
42.5	-79.9	4
42.5	-76.5	9
42.5	-76.4	12
42.5	-72.4	4
42.5	-72.3	30
42.5	-72.2	103
42.5	-71.8	2
42.5	-71.7	2
42.5	-70.9	1
42.5	-70.5	4
42.5	-70.2	2
42.5	-61.4	3
42.5	-8.9	1
42.5	-6.0	1
42.5	-3.9	1
42.5	-3.8	1
42.5	-3.2	1
42.5	-2.3	30
42.5	3.1	84
42.5	3.2	102
42.5	3.5	11
42.5	12.1	1
42.5	13.4	2
42.5	17.9	2
42.5	74.5	8
42.5	110.1	3
42.5	123.0	1
42.5	127.9	3
42.6	-108.8	2
42.6	-100.6	2
42.6	-85.4	5
42.6	-76.3	140
42.6	-72.2	16
42.6	-71.8	1
42.6	-70.7	3
42.6	-70.5	5
42.6	-70.2	2
42.6	-5.6	141
42.6	-1.2	1
42.6	0.8	3
42.6	2.0	2
42.6	2.1	2
42.6	21.2	1
42.6	26.5	1
42.6	27.1	1
42.6	129.5	2
42.6	140.8	2
42.6	141.5	8
42.6	141.9	1
42.7	-101.1	1
42.7	-101.0	1
42.7	-90.5	23
42.7	-87.8	2
42.7	-87.0	7
42.7	-84.5	12
42.7	-82.5	2
42.7	-77.5	1
42.7	-70.9	19
42.7	-70.8	69
42.7	-7.1	1
42.7	-2.9	1
42.7	-1.6	1
42.7	-0.0	1
42.7	3.0	21
42.7	10.2	16
42.7	11.9	1
42.7	23.1	1
42.7	23.3	13
42.7	122.6	1
42.7	126.1	1
42.7	127.0	1
42.7	141.6	2
42.8	-100.9	1
42.8	-70.9	26
42.8	-70.8	1
42.8	-65.5	6
42.8	-61.7	6
42.8	-8.5	1
42.8	-1.7	1
42.8	-0.3	2
42.8	0.1	2
42.8	1.4	25
42.8	10.1	27
42.8	10.4	1
42.8	11.4	1
42.8	23.4	5
42.8	28.9	1
42.8	123.0	1
42.9	-88.5	1
42.9	-87.9	4
42.9	-87.8	4
42.9	-78.9	1
42.9	-4.6	1
42.9	-3.5	1
42.9	3.0	18
42.9	13.6	9
42.9	24.2	1
42.9	30.7	30
42.9	89.0	1
42.9	120.6	1
42.9	123.3	1
42.9	125.2	1
42.9	128.4	1
42.9	129.6	1
43.0	-108.4	37
43.0	-89.4	7
43.0	-88.1	1
43.0	-88.0	79
43.0	-87.9	16
43.0	-81.2	208
43.0	-47.5	3
43.0	-15.2	1
43.0	-10.9	1
43.0	-8.8	1
43.0	-8.1	12
43.0	-5.6	1
43.0	-5.0	15
43.0	-3.5	1
43.0	-2.0	1
43.0	-1.0	1
43.0	1.3	16
43.0	3.0	14
43.0	23.3	1
43.0	86.4	48
43.0	124.0	36
43.0	124.3	1
43.0	125.0	18
43.0	127.7	3
43.0	127.8	1
43.0	128.6	1
43.0	141.4	11
43.1	-89.4	1606
43.1	-88.0	7
43.1	-87.9	2
43.1	-77.5	2
43.1	-73.6	1
43.1	-70.9	51
43.1	-8.3	1
43.1	-4.4	1
43.1	-3.6	1
43.1	3.1	16
43.1	6.0	4
43.1	10.8	1
43.1	12.2	3
43.1	23.8	1
43.1	25.3	1
43.1	43.1	4
43.1	43.2	13
43.1	86.8	23
43.2	-88.0	2
43.2	-86.6	18
43.2	-81.2	1
43.2	-79.9	9
43.2	-77.6	2
43.2	-9.0	1
43.2	2.2	1
43.2	5.3	1
43.2	10.8	2
43.2	10.9	2
43.2	13.0	1
43.2	13.5	1
43.2	13.8	4
43.2	27.9	1
43.2	28.0	1
43.2	29.0	4
43.2	41.7	2
43.2	42.6	2
43.2	42.7	18
43.2	42.8	2
43.2	81.1	23
43.2	87.2	1
43.2	112.9	1
43.2	124.5	1
43.2	125.6	3
43.2	129.3	4
43.2	132.1	1
43.3	-89.4	19
43.3	-89.3	134
43.3	-73.6	3
43.3	-6.4	1
43.3	-3.8	2
43.3	-3.4	1
43.3	-3.0	14
43.3	-2.9	22
43.3	-2.0	97
43.3	0.5	1
43.3	2.6	1
43.3	5.2	1
43.3	13.6	3
43.3	13.7	3
43.3	41.6	6
43.3	41.7	2
43.3	42.4	2
43.3	42.5	9
43.3	88.2	1
43.3	116.4	3
43.3	124.2	1
43.3	124.3	4
43.3	124.5	5
43.3	126.5	120
43.3	142.6	996
43.3	143.5	2
43.3	144.6	1
43.4	-124.3	3
43.4	-113.5	4
43.4	-92.4	1
43.4	-85.2	27
43.4	-80.6	2
43.4	-77.4	4
43.4	-5.9	117
43.4	-5.8	1
43.4	-5.0	1
43.4	-4.2	1
43.4	-3.0	1
43.4	-0.8	1
43.4	3.1	2
43.4	13.0	9
43.4	13.3	1
43.4	23.5	1
43.4	27.7	1
43.4	41.6	2
43.4	76.9	2
43.4	87.2	1
43.4	88.1	1
43.4	88.3	2
43.4	91.6	9
43.4	93.5	3
43.4	111.6	3
43.4	116.4	73
43.4	118.3	1
43.4	121.7	1
43.4	124.8	16
43.4	125.0	1
43.4	126.4	1
43.4	128.2	1
43.4	128.8	5
43.4	133.0	1
43.4	144.7	1
43.5	-116.3	21
43.5	-110.7	2
43.5	-80.5	2
43.5	-80.3	18
43.5	-80.2	19
43.5	-62.4	3
43.5	-6.7	1
43.5	-5.4	510
43.5	-5.3	1
43.5	-3.8	1
43.5	-3.1	4
43.5	1.5	120
43.5	3.3	1
43.5	5.2	21
43.5	10.2	2
43.5	10.3	2
43.5	13.4	1
43.5	16.0	4
43.5	23.1	1
43.5	25.0	1
43.5	32.5	4
43.5	116.7	5
43.5	123.4	1
43.5	124.8	18
43.5	128.8	6
43.6	-116.2	6
43.6	-110.0	1
43.6	-109.9	1
43.6	-96.2	214
43.6	-86.9	7
43.6	-80.3	3
43.6	-79.5	6
43.6	-79.4	19
43.6	-78.8	6
43.6	-70.3	2
43.6	3.9	4
43.6	4.4	10
43.6	5.5	15
43.6	7.0	78
43.6	10.2	1
43.6	10.3	2
43.6	13.5	2
43.6	13.6	2
43.6	16.5	1
43.6	24.5	1
43.6	29.5	2
43.6	30.6	4
43.6	92.8	4
43.6	112.1	5
43.6	116.7	1
43.6	121.6	10
43.6	121.7	18
43.6	121.8	11
43.6	125.2	20
43.6	125.8	3
43.6	127.7	1
43.7	-116.6	2
43.7	-93.0	154
43.7	-87.8	1
43.7	-84.3	3
43.7	-80.3	1
43.7	-79.4	128
43.7	-72.3	1246
43.7	-70.0	12
43.7	-16.9	9
43.7	-16.8	4
43.7	-7.8	1
43.7	4.1	260
43.7	7.3	15
43.7	15.9	12
43.7	20.7	1
43.7	24.6	1
43.7	26.4	1
43.7	31.2	4
43.7	80.7	1
43.7	92.8	2
43.7	93.2	1
43.7	124.3	1
43.7	125.1	1
43.7	126.0	1
43.8	-91.2	11
43.8	-88.8	4
43.8	-79.6	1
43.8	-79.5	1
43.8	-79.2	3
43.8	-69.6	12
43.8	-16.9	1
43.8	4.5	2
43.8	5.8	1
43.8	11.2	21
43.8	13.1	1
43.8	13.2	1
43.8	22.5	1
43.8	22.9	1
43.8	28.6	9
43.8	87.6	6
43.8	87.7	69
43.8	87.8	1
43.8	91.9	3
43.8	113.5	5
43.8	125.4	12
43.8	125.5	31
43.8	125.6	15
43.8	126.6	20
43.8	127.3	3
43.8	128.9	1
43.8	141.9	1
43.9	-122.8	18
43.9	-91.2	8
43.9	-79.9	1
43.9	-78.9	4
43.9	-78.0	1
43.9	-71.8	26
43.9	-69.6	1
43.9	-69.3	12
43.9	-60.1	121
43.9	-60.0	681
43.9	-59.9	749
43.9	-59.8	514
43.9	-17.1	1
43.9	-0.4	1
43.9	0.8	2
43.9	12.9	2
43.9	81.3	1
43.9	84.0	1
43.9	116.0	6
43.9	116.1	8
43.9	116.5	7
43.9	116.6	11
43.9	116.7	9
43.9	116.8	11
43.9	116.9	5
43.9	117.9	1
43.9	125.3	12
43.9	126.6	1
43.9	130.1	4
44.0	-124.1	2
44.0	-109.1	2
44.0	-96.3	57
44.0	-92.5	1641
44.0	-92.0	75
44.0	-82.4	5
44.0	-71.3	1
44.0	-60.2	11
44.0	-60.1	266
44.0	-59.8	359
44.0	-59.7	20
44.0	-16.6	3
44.0	-16.5	2
44.0	1.5	2
44.0	3.4	1
44.0	4.2	1
44.0	7.3	1
44.0	7.4	2
44.0	8.1	2
44.0	9.8	3
44.0	10.2	1
44.0	12.9	1
44.0	27.4	1
44.0	28.5	1
44.0	85.0	50
44.0	87.4	6
44.0	87.5	7
44.0	89.1	6
44.0	113.0	12
44.0	114.9	5
44.0	115.0	1
44.0	116.1	14
44.0	116.2	21
44.0	116.3	9
44.0	116.4	5
44.0	123.3	1
44.0	125.1	1
44.0	125.4	1
44.0	125.9	1
44.0	129.1	47
44.0	130.1	2
44.0	130.2	6
44.0	145.1	12
44.0	145.7	1
44.0	145.8	1
44.1	-121.3	7
44.1	-96.8	4
44.1	-79.6	1
44.1	-58.2	6
44.1	-16.5	2
44.1	9.8	3
44.1	30.8	3
44.1	85.0	25
44.1	88.9	1
44.1	116.3	1
44.1	116.4	4
44.1	123.9	6
44.1	125.0	3
44.1	125.1	9
44.1	125.2	10
44.1	125.7	1
44.1	128.6	6
44.1	155.0	8
44.2	-122.3	2
44.2	-122.2	35
44.2	-122.1	11
44.2	-110.7	1
44.2	-79.4	1
44.2	-78.4	1
44.2	2.3	1
44.2	5.3	23
44.2	23.6	1
44.2	28.2	1
44.2	80.6	1
44.2	84.5	12
44.2	85.5	6
44.2	85.6	22
44.2	85.7	18
44.2	85.8	2
44.2	86.0	11
44.2	116.3	18
44.2	117.7	1
44.2	125.8	2
44.3	-122.2	18
44.3	-109.3	2
44.3	-88.6	3
44.3	-85.6	212
44.3	-79.3	1
44.3	-78.9	1
44.3	-72.6	2
44.3	-72.0	4
44.3	-68.1	2
44.3	-63.3	6
44.3	2.2	1
44.3	4.0	2
44.3	11.2	20
44.3	25.0	1
44.3	28.4	1
44.3	85.1	50
44.3	116.5	5
44.3	123.6	1
44.4	-110.5	5
44.4	-110.3	8
44.4	-78.1	1
44.4	-68.2	3149
44.4	-67.6	12
44.4	7.6	1
44.4	9.0	6
44.4	10.1	2
44.4	11.5	78
44.4	26.1	2
44.4	90.1	10
44.4	116.9	1
44.4	127.0	3
44.4	142.2	1
44.4	142.3	1
44.4	155.4	1
44.5	-117.2	2
44.5	-110.8	50
44.5	-109.6	2
44.5	-83.0	3
44.5	-79.2	1
44.5	-78.6	1
44.5	-73.2	183
44.5	-68.9	2
44.5	-67.7	12
44.5	-63.5	1
44.5	8.9	36
44.5	9.8	1
44.5	10.2	1
44.5	11.3	179
44.5	30.0	1
44.5	90.3	18
44.5	117.7	7
44.5	122.7	1
44.5	129.1	1
44.5	129.4	1
44.5	129.7	2
44.5	130.2	1
44.6	-125.1	10
44.6	-123.3	29
44.6	-123.2	203
44.6	-117.1	3
44.6	-110.9	2
44.6	-110.8	15
44.6	-110.4	14
44.6	-79.7	1
44.6	-72.6	3
44.6	-72.3	18
44.6	-67.4	9
44.6	-63.6	17
44.6	10.6	3
44.6	11.4	72
44.6	11.5	1
44.6	25.0	1
44.6	90.3	9
44.6	90.4	6
44.6	105.6	3
44.6	116.1	10
44.6	116.2	22
44.6	116.3	16
44.6	116.4	11
44.6	116.5	4
44.6	116.6	13
44.6	116.7	11
44.6	116.8	11
44.6	116.9	2
44.6	117.6	3
44.6	124.4	63
44.6	129.7	3
44.7	-122.2	6
44.7	-117.1	10
44.7	-110.8	4
44.7	-110.7	36
44.7	-92.8	7
44.7	-90.2	766
44.7	-86.7	5
44.7	-82.9	3
44.7	-78.7	1
44.7	-63.6	8
44.7	-16.2	1
44.7	0.6	1
44.7	3.0	1
44.7	3.6	1
44.7	3.8	1
44.7	8.8	1
44.7	10.7	1
44.7	10.8	1
44.7	11.7	1
44.7	15.1	1
44.7	20.6	1
44.7	23.6	1
44.7	26.2	1
44.7	28.2	1
44.7	117.5	2
44.7	122.4	1
44.7	127.2	1
44.8	-116.9	19
44.8	-110.7	5
44.8	-110.4	4
44.8	-72.5	7
44.8	1.3	19
44.8	8.2	1
44.8	10.3	170
44.8	11.8	10
44.8	17.2	3
44.8	20.4	3
44.8	20.5	48
44.8	25.5	1
44.8	25.6	1
44.8	117.5	1
44.8	118.4	5
44.8	123.0	1
44.8	126.6	1
44.8	126.7	1
44.9	-124.0	1
44.9	-110.6	2
44.9	-110.4	1
44.9	-109.7	1
44.9	-93.6	2
44.9	-93.2	141
44.9	3.3	1
44.9	3.8	2
44.9	6.3	8
44.9	11.6	1
44.9	12.6	1
44.9	12.7	1
44.9	12.8	1
44.9	20.3	49
44.9	24.1	1
44.9	27.4	1
44.9	82.3	1
44.9	119.4	11
44.9	119.5	12
44.9	119.6	15
44.9	122.2	1
44.9	123.3	6
44.9	126.1	1
45.0	-110.7	3
45.0	-110.6	22
45.0	-110.5	5
45.0	-93.3	5
45.0	-93.2	457
45.0	-85.2	1
45.0	-73.1	77
45.0	-63.0	1
45.0	-45.0	4
45.0	-13.6	1
45.0	5.9	1
45.0	6.0	1
45.0	7.4	171
45.0	7.6	80
45.0	7.7	18
45.0	8.4	1
45.0	26.3	1
45.0	82.1	10
45.0	117.3	1
45.0	119.4	8
45.0	119.5	16
45.0	119.6	7
45.0	123.1	6
45.0	123.2	4
45.0	124.0	25
45.0	124.3	6
45.0	124.6	6
45.0	125.0	2
45.0	125.4	1
45.0	126.0	8
45.0	126.8	2
45.0	141.9	9
45.0	153.5	2
45.0	178.8	1
45.1	-83.0	6
45.1	-79.5	1
45.1	-74.2	2
45.1	5.8	1
45.1	7.6	15
45.1	7.7	1168
45.1	7.8	1
45.1	8.7	1
45.1	9.4	1
45.1	10.0	1
45.1	13.6	8
45.1	13.9	1
45.1	84.3	1
45.1	88.6	1
45.1	89.0	1
45.1	119.5	5
45.1	119.6	6
45.1	120.3	5
45.1	122.3	1
45.1	123.9	1
45.1	124.4	2
45.1	125.8	4
45.1	125.9	8
45.2	-83.3	19
45.2	-79.3	1
45.2	-75.1	30
45.2	2.4	1
45.2	2.6	1
45.2	3.1	32
45.2	7.6	3
45.2	9.1	47
45.2	19.8	1
45.2	24.7	1
45.2	27.8	1
45.2	37.4	1
45.2	89.0	1
45.2	89.1	1
45.2	104.8	3
45.2	124.8	1
45.2	124.9	1
45.2	126.8	1
45.3	-110.9	1
45.3	-97.8	18
45.3	-75.8	2
45.3	-75.7	3
45.3	-75.2	85
45.3	1.2	1
45.3	4.4	1
45.3	8.4	75
45.3	9.1	1
45.3	12.5	16
45.3	19.9	4
45.3	21.9	1
45.3	36.2	1
45.3	88.9	4
45.3	89.0	10
45.3	89.1	1
45.3	90.0	2
45.3	117.2	1
45.3	122.5	8
45.3	122.6	1
45.3	122.8	1
45.3	124.0	33
45.3	124.5	1
45.3	124.6	20
45.3	127.0	47
45.3	127.1	3
45.3	127.5	54
45.3	131.2	1
45.4	-122.8	1
45.4	-106.4	14
45.4	-93.2	2
45.4	-75.8	3
45.4	-75.7	22
45.4	-75.5	3
45.4	-73.9	12
45.4	-73.1	1
45.4	-73.0	1
45.4	-72.9	1
45.4	-72.8	2
45.4	-72.7	1
45.4	-72.1	8
45.4	-71.8	12
45.4	4.5	48
45.4	7.0	2
45.4	8.0	3
45.4	8.6	1
45.4	9.2	70
45.4	9.7	1
45.4	10.4	3
45.4	11.0	7
45.4	11.9	13
45.4	12.4	2
45.4	12.5	2
45.4	20.4	2
45.4	21.7	1
45.4	22.3	1
45.4	22.9	2
45.4	23.8	2
45.4	36.5	1
45.4	126.4	24
45.4	127.7	3
45.4	132.3	1
45.4	141.8	4
45.4	153.0	1
45.5	-122.9	77
45.5	-122.7	9
45.5	-122.6	4
45.5	-111.0	3
45.5	-89.6	2
45.5	-75.6	18
45.5	-75.5	1
45.5	-73.6	518
45.5	-72.8	3
45.5	1.9	16
45.5	2.9	83
45.5	9.0	2
45.5	9.2	86
45.5	12.3	2
45.5	12.4	2
45.5	13.6	29
45.5	15.6	15
45.5	21.7	1
45.5	85.1	5
45.5	117.0	3
45.5	119.7	1
45.5	124.2	2
45.5	125.0	3
45.5	131.6	1
45.6	-122.7	14
45.6	-111.7	3
45.6	-111.5	16
45.6	-110.6	1
45.6	-95.9	17
45.6	-91.8	4
45.6	-72.8	1
45.6	6.6	1
45.6	8.6	6
45.6	11.1	1
45.6	13.8	8
45.6	14.9	10
45.6	24.6	2
45.6	85.2	5
45.6	85.5	5
45.6	122.4	1
45.6	122.8	1
45.6	123.0	1
45.6	123.6	1
45.6	123.8	46
45.6	124.0	1
45.6	127.0	1
45.6	128.2	18
45.7	-123.9	2
45.7	-110.9	2
45.7	-1.2	1
45.7	-0.4	1
45.7	-0.1	1
45.7	3.0	102
45.7	4.8	1
45.7	7.3	1
45.7	8.7	1
45.7	9.7	1
45.7	13.7	1
45.7	25.2	1
45.7	122.9	1
45.7	125.1	6
45.7	126.1	31
45.7	126.4	9
45.7	126.6	12
45.7	126.7	59
45.7	126.8	20
45.7	126.9	15
45.7	127.0	5
45.7	147.9	1
45.8	-122.0	8
45.8	-121.9	9
45.8	-90.1	2
45.8	-59.8	6
45.8	-1.2	26
45.8	3.0	5
45.8	3.1	21
45.8	4.8	20
45.8	5.2	1
45.8	6.7	4
45.8	6.9	4
45.8	7.8	1
45.8	8.6	12
45.8	8.7	33
45.8	10.8	2
45.8	16.0	25
45.8	16.1	14
45.8	21.7	1
45.8	24.4	1
45.8	27.7	1
45.8	106.2	3
45.8	121.9	1
45.8	124.8	6
45.8	126.5	1
45.8	126.6	3
45.8	126.7	3
45.8	126.8	62
45.8	126.9	9
45.9	-130.0	141
45.9	-129.8	21
45.9	-119.3	22
45.9	-0.4	1
45.9	3.9	1
45.9	6.9	8
45.9	7.3	17
45.9	7.4	17
45.9	8.6	4
45.9	10.6	2
45.9	10.7	6
45.9	10.8	2
45.9	12.4	1
45.9	23.3	1
45.9	24.1	2
45.9	27.8	1
45.9	28.2	2
46.0	-130.0	2
46.0	-89.7	128
46.0	-89.6	88
46.0	-63.0	1
46.0	-12.7	1
46.0	-1.2	4
46.0	0.6	1
46.0	4.0	1
46.0	5.9	12
46.0	7.5	8
46.0	7.6	4
46.0	7.7	4
46.0	7.8	2
46.0	7.9	2
46.0	9.1	2
46.0	10.8	12
46.0	10.9	4
46.0	11.1	99
46.0	14.5	4
46.0	15.0	5
46.0	16.0	1
46.0	25.2	1
46.0	26.1	1
46.0	123.0	1
46.0	123.6	1
46.0	125.4	1
46.0	126.0	1
46.0	128.7	1
46.0	130.3	1
46.0	130.5	1
46.1	-130.0	1
46.1	-118.9	2
46.1	-64.8	6
46.1	-1.3	1
46.1	-0.8	10
46.1	3.1	1
46.1	8.0	4
46.1	8.7	5
46.1	10.8	4
46.1	10.9	2
46.1	11.1	38
46.1	14.5	3
46.1	14.6	1
46.1	19.7	3
46.1	123.7	1
46.2	-124.0	1
46.2	-123.9	73
46.2	-123.8	4
46.2	-122.2	34
46.2	-89.5	11
46.2	-13.9	1
46.2	5.8	1
46.2	6.1	535
46.2	6.2	32
46.2	6.3	3
46.2	7.5	9
46.2	9.0	25
46.2	10.5	8
46.2	10.8	4
46.2	12.8	1
46.2	14.0	1
46.2	14.5	1
46.2	14.8	1
46.2	20.1	12
46.2	24.6	1
46.2	122.0	1
46.2	125.0	6
46.2	127.2	1
46.3	-129.8	1
46.3	-124.0	3
46.3	-123.9	3
46.3	-123.7	4
46.3	-123.5	3
46.3	-120.0	35
46.3	-119.7	24
46.3	-92.3	12
46.3	-80.5	22
46.3	-71.9	2
46.3	-39.7	6
46.3	6.3	6
46.3	6.4	5
46.3	7.6	8
46.3	9.6	12
46.3	9.7	4
46.3	10.5	12
46.3	18.7	1
46.3	23.9	1
46.3	25.1	1
46.3	28.7	3
46.3	124.4	2
46.3	125.1	4
46.3	125.2	11
46.3	125.3	9
46.3	125.4	7
46.3	129.6	1
46.4	-119.3	1
46.4	-90.6	3
46.4	-83.4	41
46.4	-72.6	9
46.4	-0.1	1
46.4	0.1	48
46.4	1.4	37
46.4	2.2	1
46.4	6.1	6
46.4	6.2	8
46.4	8.3	11
46.4	9.8	4
46.4	9.9	23
46.4	10.6	6
46.4	18.0	1
46.4	20.0	1
46.4	24.7	1
46.4	87.6	14
46.4	120.0	12
46.4	120.1	18
46.4	120.2	22
46.4	120.3	1
46.4	123.4	4
46.4	123.6	15
46.4	125.4	15
46.4	129.6	3
46.4	130.2	1
46.5	-81.0	30
46.5	-1.1	1
46.5	0.7	1
46.5	6.4	6
46.5	6.6	86
46.5	9.9	12
46.5	10.7	22
46.5	27.1	1
46.5	82.9	1
46.5	125.2	1
46.5	125.9	1
46.5	132.5	1
46.6	-71.9	39
46.6	1.2	1
46.6	2.2	1
46.6	2.4	1
46.6	6.1	3
46.6	6.2	1
46.6	6.3	6
46.6	6.6	6
46.6	6.7	20
46.6	7.2	2
46.6	8.7	17
46.6	14.3	1
46.6	18.3	15
46.6	21.6	1
46.6	25.7	1
46.6	29.4	2
46.6	125.0	9
46.6	126.9	1
46.6	127.0	30
46.6	152.1	1
46.6	159.4	1
46.7	-117.3	2
46.7	-117.2	2
46.7	-117.0	4
46.7	-0.0	1
46.7	7.7	1
46.7	8.0	2
46.7	10.8	6
46.7	13.9	2
46.7	131.7	1
46.8	-114.1	1
46.8	-100.9	1
46.8	-90.3	6
46.8	-72.5	8
46.8	-71.6	2
46.8	-71.3	254
46.8	-71.2	1203
46.8	2.6	1
46.8	3.1	1
46.8	6.2	34
46.8	6.3	1
46.8	8.2	53
46.8	8.8	31
46.8	11.0	27
46.8	23.6	3
46.8	25.4	1
46.8	28.6	3
46.8	124.2	1
46.8	130.3	1
46.9	-114.0	3
46.9	-91.2	1
46.9	-91.1	3
46.9	-91.0	1
46.9	1.5	1
46.9	1.9	1
46.9	3.8	1
46.9	6.8	2
46.9	6.9	11
46.9	7.4	6
46.9	7.5	3
46.9	8.2	2
46.9	9.6	12
46.9	10.1	4
46.9	10.2	8
46.9	10.9	4
46.9	13.8	2
46.9	17.9	1
46.9	18.1	2
46.9	125.0	1
47.0	-122.9	2
47.0	-122.0	1
47.0	-91.3	6
47.0	-88.0	1
47.0	-85.2	4
47.0	-84.3	32
47.0	-42.5	2
47.0	-42.0	1
47.0	-8.1	1
47.0	-0.2	1
47.0	4.1	1
47.0	4.3	1
47.0	4.7	1
47.0	6.9	45
47.0	7.0	44
47.0	7.4	12
47.0	8.3	5
47.0	8.4	2
47.0	9.5	2
47.0	9.6	6
47.0	10.9	2
47.0	13.0	1
47.0	15.5	4
47.0	19.0	15
47.0	28.8	13
47.0	29.0	3
47.0	124.2	1
47.0	128.0	1
47.1	-99.3	15
47.1	-99.2	11
47.1	-99.1	18
47.1	-1.3	60
47.1	1.4	1
47.1	8.2	2
47.1	8.5	9
47.1	9.2	2
47.1	12.8	2
47.1	13.0	4
47.1	15.3	2
47.1	15.4	477
47.1	27.9	3
47.1	123.0	15
47.1	124.6	6
47.1	128.8	12
